Type	Start	End	Strand	Name	Biotype	Description	LocusTag	seed_ortholog	Cog_category	Description_EGGNog	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene	4016935	4017225	-	ilvN	protein_coding	acetohydroxy acid synthase I%2C small subunit	SL1344_3761	220341.16504830	E	ACT domain	GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234	2.2.1.6	ko:K01653	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b3670,iAPECO1_1312.APECO1_2782,iB21_1397.B21_03496,iBWG_1329.BWG_3361,iE2348C_1286.E2348C_3985,iEC042_1314.EC042_4025,iECABU_c1320.ECABU_c41570,iECBD_1354.ECBD_0033,iECB_1328.ECB_03554,iECDH10B_1368.ECDH10B_3853,iECDH1ME8569_1439.ECDH1ME8569_3555,iECD_1391.ECD_03554,iECED1_1282.ECED1_4366,iECH74115_1262.ECH74115_5103,iECIAI1_1343.ECIAI1_3846,iECIAI39_1322.ECIAI39_4272,iECNA114_1301.ECNA114_3825,iECO111_1330.ECO111_4494,iECO26_1355.ECO26_4913,iECOK1_1307.ECOK1_4123,iECP_1309.ECP_3877,iECS88_1305.ECS88_4095,iECSE_1348.ECSE_3954,iECSF_1327.ECSF_3518,iECSP_1301.ECSP_4721,iECUMN_1333.ECUMN_4201,iECW_1372.ECW_m3968,iECs_1301.ECs4611,iEKO11_1354.EKO11_0033,iETEC_1333.ETEC_3964,iEcDH1_1363.EcDH1_0033,iEcE24377_1341.EcE24377A_4179,iEcHS_1320.EcHS_A3883,iEcSMS35_1347.EcSMS35_4037,iEcolC_1368.EcolC_0029,iG2583_1286.G2583_4464,iJO1366.b3670,iJR904.b3670,iLF82_1304.LF82_1110,iNRG857_1313.NRG857_18305,iPC815.YPO2294,iSFV_1184.SFV_3839,iSF_1195.SF3791,iSFxv_1172.SFxv_4123,iSSON_1240.SSON_3624,iS_1188.S3977,iUMN146_1321.UM146_18560,iUMNK88_1353.UMNK88_4479,iUTI89_1310.UTI89_C4226,iWFL_1372.ECW_m3968,iY75_1357.Y75_RS18770,iYL1228.KPN_04073,iZ_1308.Z5164,ic_1306.c4595	ACT,ACT_5
gene	4017229	4018917	-	ilvB	protein_coding	acetohydroxy acid synthase I%2C small subunit	SL1344_3762	90371.CY43_19690	H	Thiamine pyrophosphate enzyme, central domain	GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	iSDY_1059.SDY_4155	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
gene	4019024	4019122	-	ivbL	protein_coding	ilvBN operon attenuator peptide	SL1344_3763															
gene	4020011	4020799	+	-	protein_coding	hypothetical membrane protein	SL1344_3765	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4021002	4022186	+	emrD	protein_coding	multidrug resistance protein D	SL1344_3766	90371.CY43_19705	EGP	Major Facilitator Superfamily	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K07552,ko:K08154	-	-	-	-	ko00000,ko02000	2.A.1.2,2.A.1.2.9	-	-	MFS_1
gene	4022113	4023198	-	-	protein_coding	hypothetical protein	SL1344_3767	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4023262	4024185	-	dsdC	protein_coding	D-serine deaminase activator	SL1344_3768	90371.CY43_19715	K	LysR substrate binding domain	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	ko:K03566,ko:K13636	ko02026,map02026	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_1,LysR_substrate
gene	4024411	4025748	+	dsdX	protein_coding	DsdX permease	SL1344_3769	90371.CY43_19720	EG	GntP family permease	GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0006950,GO:0006974,GO:0008028,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0008643,GO:0009987,GO:0015075,GO:0015128,GO:0015144,GO:0015171,GO:0015175,GO:0015238,GO:0015318,GO:0015711,GO:0015718,GO:0015804,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0022889,GO:0031224,GO:0031226,GO:0032329,GO:0033554,GO:0034219,GO:0034220,GO:0035429,GO:0042221,GO:0042493,GO:0042873,GO:0042879,GO:0042940,GO:0042942,GO:0042943,GO:0042945,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1903825,GO:1905039	-	ko:K03299,ko:K13629	-	-	-	-	ko00000,ko02000	2.A.8,2.A.8.1.5	-	-	GntP_permease
gene	4025766	4027088	+	dsdA	protein_coding	D-serine dehydratase	SL1344_3770	90371.CY43_19725	E	Pyridoxal-phosphate dependent enzyme	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0008721,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009636,GO:0009987,GO:0016054,GO:0016829,GO:0016835,GO:0016836,GO:0016840,GO:0016841,GO:0017144,GO:0019478,GO:0019752,GO:0019842,GO:0030170,GO:0033554,GO:0036088,GO:0036094,GO:0042221,GO:0042737,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046416,GO:0048037,GO:0050662,GO:0050896,GO:0051410,GO:0051716,GO:0070178,GO:0070279,GO:0071704,GO:0097159,GO:0098754,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1901698	4.3.1.18	ko:K01753	ko00260,map00260	-	R00221	RC02600	ko00000,ko00001,ko01000	-	-	iECED1_1282.ECED1_2813,iLF82_1304.LF82_0525,iNRG857_1313.NRG857_11890	PALP
gene	4027170	4027700	-	yidF	protein_coding	conserved hypothetical protein	SL1344_3771	90371.CY43_19730	C	radical SAM domain protein	-	-	ko:K06871	-	-	-	-	ko00000	-	-	-	-
gene	4027697	4028059	-	yidG	protein_coding	conserved hypothetical protein	SL1344_3772	90371.CY43_19735	S	Domain of unknown function (DUF202)	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	DUF202
gene	4028049	4028396	-	yidH	protein_coding	conserved hypothetical protein	SL1344_3773	90371.CY43_19740	S	Domain of unknown function (DUF202)	GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006979,GO:0008150,GO:0016020,GO:0044464,GO:0050896,GO:0071944	-	ko:K00389	-	-	-	-	ko00000	-	-	-	DUF202
gene	4028840	4030501	-	yidE	protein_coding	hypothetical membrane protein	SL1344_3774	90371.CY43_19755	U	Predicted Permease Membrane Region	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K07085	-	-	-	-	ko00000	2.A.81	-	-	Asp-Al_Ex,TrkA_C
gene	4030691	4031125	-	hslS	protein_coding	heat shock protein B	SL1344_3775															
gene	4031229	4031648	-	hslT	protein_coding	heat shock protein A	SL1344_3776															
gene	4031949	4032284	+	yidQ	protein_coding	hypothetical lipoprotein	SL1344_3777	220341.16504817	S	Protein of unknown function (DUF1375)	GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716	-	-	-	-	-	-	-	-	-	-	DUF1375
gene	4032286	4033512	-	yidR	protein_coding	hypothetical ATP/GTP-binding protein	SL1344_3778	90371.CY43_19780	U	Protein of unknown function (DUF3748)	GO:0005975,GO:0005996,GO:0006063,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0019586,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046365,GO:0046395,GO:0046397,GO:0071704,GO:0072329,GO:1901575	-	-	-	-	-	-	-	-	-	-	DUF3748,PD40
gene	4033634	4034677	-	ccmH1	protein_coding	cytochrome c-type biogenesis protein H1	SL1344_3779															
gene	4034674	4035231	-	ccmG1	protein_coding	cytochrome C-type biogenesis protein	SL1344_3780															
gene	4035228	4037159	-	ccmF1	protein_coding	cytochrome C-type biogenesis protein	SL1344_3781															
gene	4037156	4037635	-	ccmE1	protein_coding	protoheme transport protein E1	SL1344_3782															
gene	4037632	4037844	-	ccmD1	protein_coding	protoheme transport protein D1	SL1344_3782A															
gene	4037841	4038578	-	ccmC1	protein_coding	protoheme transport protein C1 (cytochrome c-type biogenesis protein ccmc1)	SL1344_3783															
gene	4038630	4039286	-	ccmB1	protein_coding	protoheme transport protein B1 (cytochrome c-type biogenesis protein ccmB1)	SL1344_3784															
gene	4039286	4039912	-	ccmA1	protein_coding	protoheme exporter protein 1A	SL1344_3785															
gene	4039909	4041309	-	yhjA	protein_coding	probable cytochrome c peroxidase	SL1344_3786	220341.16504807	C	Di-haem cytochrome c peroxidase	GO:0000302,GO:0003674,GO:0003824,GO:0004130,GO:0004601,GO:0005488,GO:0006091,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009061,GO:0009636,GO:0009987,GO:0010035,GO:0015980,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017144,GO:0019645,GO:0020037,GO:0022900,GO:0022904,GO:0042221,GO:0042493,GO:0042542,GO:0042743,GO:0044237,GO:0045333,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1990748	1.11.1.5	ko:K00428	-	-	-	-	ko00000,ko01000	-	-	-	CCP_MauG,Cytochrom_C,Haem_bd
gene	4042124	4044676	-	torA	protein_coding	trimethylamine-N-oxide reductase precursor	SL1344_3788	90371.CY43_19835	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0006091,GO:0008150,GO:0008152,GO:0009060,GO:0009061,GO:0009987,GO:0015980,GO:0016491,GO:0016661,GO:0016662,GO:0030151,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0043167,GO:0043169,GO:0044237,GO:0044464,GO:0045333,GO:0046872,GO:0046914,GO:0048037,GO:0050626,GO:0055114	1.7.2.3,1.8.5.3,1.97.1.9	ko:K07306,ko:K07309,ko:K07310,ko:K07811,ko:K08351	ko00450,ko00780,ko00920,ko01100,ko02020,map00450,map00780,map00920,map01100,map02020	-	R07229,R09501,R10127	RC02420,RC02555,RC03056	ko00000,ko00001,ko01000,ko02000	5.A.3.3,5.A.3.4	-	iEC042_1314.EC042_1073	Molybdop_Fe4S4,Molybdopterin,Molydop_binding,TAT_signal
gene	4044666	4045850	-	torC	protein_coding	cytochrome c-type protein	SL1344_3789	90371.CY43_19840	C	Belongs to the TorC TorY family	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0020037,GO:0022900,GO:0031224,GO:0032991,GO:0044237,GO:0044425,GO:0044464,GO:0045333,GO:0046906,GO:0048037,GO:0055114,GO:0071944,GO:0097159,GO:1901363,GO:1902494,GO:1990204	-	ko:K03532	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	5.A.3.4	-	iEC042_1314.EC042_1072,iUTI89_1310.UTI89_C1060,ic_1306.c1132	Cytochrom_NNT
gene	4045980	4046672	+	torR	protein_coding	torCAD operon transcriptional regulatory protein	SL1344_3790	1197719.A464_3894	K	Transcriptional regulatory protein, C terminal	GO:0000156,GO:0000160,GO:0003674,GO:0006355,GO:0007154,GO:0007165,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031326,GO:0035556,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K02483,ko:K07772	ko02020,map02020	M00455	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
gene	4046645	4047685	-	torT	protein_coding	Solute binding receptor protein	SL1344_3791	90371.CY43_19850	G	Periplasmic binding protein domain	GO:0005575,GO:0005623,GO:0042597,GO:0044464	-	ko:K11930	-	-	-	-	ko00000	-	-	-	Peripla_BP_1
gene	4047765	4050500	+	torS	protein_coding	Two-component sensor protein histidine protein kinase.	SL1344_3792	90371.CY43_19855	T	Histidine Phosphotransfer domain	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0004721,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006464,GO:0006468,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009061,GO:0009987,GO:0010033,GO:0015980,GO:0016020,GO:0016301,GO:0016310,GO:0016311,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0016787,GO:0016788,GO:0016791,GO:0016853,GO:0016866,GO:0016868,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023014,GO:0023052,GO:0035556,GO:0036211,GO:0042221,GO:0042578,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0045333,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0070887,GO:0071310,GO:0071704,GO:0071944,GO:0140096,GO:1901564	2.7.13.3	ko:K07647	ko02020,map02020	M00455	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA,Hpt,Reg_prop,Response_reg,Y_Y_Y
gene	4050526	4051863	-	dgoT	protein_coding	d-galactonate transporter	SL1344_3793	90371.CY43_19860	G	Major Facilitator Superfamily	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0015711,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944	-	ko:K03535,ko:K08194	-	-	-	-	ko00000,ko02000	2.A.1.14.1,2.A.1.14.7	-	iECO103_1326.ECO103_4467	MFS_1
gene	4051948	4053096	-	dgoD	protein_coding	D-galactonate dehydratase (ec 4.1.2.21) (ec 4.2.1.6)	SL1344_3794															
gene	4053093	4053710	-	dgoA	protein_coding	2-dehydro-3-deoxy-6-phosphogalactonate aldolase (ec 4.1.2.21) (6-phospho-2-dehydro-3-deoxygalactonate aldolase) (2-oxo-3-deoxygalactonate 6-phosphate aldolase)	SL1344_3795	90371.CY43_19870	G	Aldolase	GO:0003674,GO:0003824,GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0008674,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016829,GO:0016830,GO:0016832,GO:0019520,GO:0019583,GO:0019584,GO:0019752,GO:0032787,GO:0034192,GO:0034194,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046176,GO:0046395,GO:0071704,GO:0072329,GO:1901575	4.1.2.21	ko:K01631	ko00052,ko01100,map00052,map01100	M00552	R01064	RC00307,RC00435	ko00000,ko00001,ko00002,ko01000	-	-	iECIAI1_1343.ECIAI1_3871,iECO103_1326.ECO103_4465,iECO111_1330.ECO111_4520,iECO26_1355.ECO26_4889,iECW_1372.ECW_m3992,iEKO11_1354.EKO11_0010,iEcE24377_1341.EcE24377A_4202,iUMNK88_1353.UMNK88_4503,iWFL_1372.ECW_m3992,iYL1228.KPN_04096	Aldolase
gene	4053694	4054572	-	dgoK	protein_coding	2-dehydro-3-deoxygalactonokinase (ec 2.7.1.58) (2-keto-3-deoxy-galactonokinase) (2-oxo-3-deoxygalactonate kinase)	SL1344_3796	90371.CY43_19875	G	2-keto-3-deoxy-galactonokinase	GO:0003674,GO:0003824,GO:0005975,GO:0006082,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008671,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019200,GO:0019520,GO:0019583,GO:0019584,GO:0019752,GO:0032787,GO:0034192,GO:0034194,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046176,GO:0046395,GO:0046835,GO:0071704,GO:0072329,GO:1901575	2.7.1.58	ko:K00883	ko00052,ko01100,map00052,map01100	M00552	R03387	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	iECABU_c1320.ECABU_c41760,iECSE_1348.ECSE_3980,iLF82_1304.LF82_0474,iNRG857_1313.NRG857_18400	DGOK
gene	4054569	4055258	-	dgoR	protein_coding	galactonate operon transcriptional repressor	SL1344_3797	90371.CY43_19880	K	transcriptional	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K19776	-	-	-	-	ko00000,ko03000	-	-	-	FCD,GntR
gene	4055519	4056364	-	yidA	protein_coding	conserved hypothetical protein	SL1344_3798	90371.CY43_19885	S	Sucrose-6F-phosphate phosphohydrolase	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0050308	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
gene	4056670	4057932	+	-	protein_coding	hypothetical membrane transport protein	SL1344_3799	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4057946	4059139	+	-	protein_coding	possible racemase	SL1344_3800	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4059254	4060150	+	-	protein_coding	hypothetical LysR-family transcriptioanl regulator	SL1344_3801	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	4060169	4062583	-	gyrB	protein_coding	DNA gyrase subunit B	SL1344_3802	220341.16504795	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003916,GO:0003918,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006265,GO:0006351,GO:0006725,GO:0006807,GO:0006996,GO:0007059,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009295,GO:0009330,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017076,GO:0017111,GO:0018130,GO:0019438,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0032991,GO:0034335,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:0140097,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576	5.99.1.3	ko:K02470	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
gene	4062612	4063685	-	recF	protein_coding	recF protein	SL1344_3803	90371.CY43_19910	L	it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP	GO:0000731,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009432,GO:0009605,GO:0009628,GO:0009987,GO:0009991,GO:0018130,GO:0019438,GO:0031668,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0071897,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576	-	ko:K03629	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	SMC_N
gene	4063833	4064933	-	dnaN	protein_coding	DNA polymerase III beta-subunit	SL1344_3804	90371.CY43_19915	L	Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria	GO:0003674,GO:0003824,GO:0003887,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0022616,GO:0032991,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0042575,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0061695,GO:0071704,GO:0071897,GO:0090304,GO:0140097,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	2.7.7.7	ko:K02338	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_beta,DNA_pol3_beta_2,DNA_pol3_beta_3
